Country,Date,Population,Internet_Penetration (%),Broadband_Speed (Mbps),Mobile_Broadband_Speed (Mbps),GDP_Per_Capita (USD),Education_Attainment_Index (%),Mobile_Data_Usage (GB per User),Digital_Investment (M USD),Digital_Literacy_Score (%),Sentiment_Score (Social Media),5G_Rollout_Status,Urban_Population_Split (%),Rural_Population_Split (%),Latitude,Longitude,Internet_Access_Cost (USD per Mbps),Device_Penetration (%),Cybersecurity_Incidents (Count),E_Commerce_Penetration (%),Government_Digital_Policy_Index (%),Network_Latency (ms),Cloud_Service_Adoption (%),IoT_Device_Density (per 1000 people),AI_Adoption_Index (%),Data_Privacy_Regulation_Strength (%),Energy_Consumption_for_Connectivity (kWh)
Algeria,01-11-2015,25258314,37.46166667,48.68566667,9.610333333,5406.881,45.942,2.248,173.1166667,46.68166667,0.025666667,None,50.613,49.387,13.8843,-124.8706,2.878,68.24033333,4005,33.77,37.24,77.42766667,28.10066667,23.322,15.83366667,28.06833333,249.162
Algeria,01-12-2015,25258314,37.50677419,48.79516129,9.934193548,5420.566452,45.99387097,2.258387097,173.9264516,46.70451613,0.179354839,None,49.37290323,50.62709677,13.8843,-124.8706,2.883548387,68.25516129,4161,33.84451613,37.19419355,77.15354839,28.14193548,23.35741935,15.82032258,28.07258065,247.7077419
Algeria,01-01-2016,25258314,42.08774194,49.26516129,10.21548387,5425.085161,46.00387097,2.26516129,174.7332258,46.77645161,0.066451613,None,49.27451613,50.72548387,13.8843,-124.8706,2.898064516,68.26419355,4155,33.86870968,37.26387097,77.13677419,28.14516129,23.35741935,15.86419355,28.1016129,248.4490323
Algeria,01-02-2016,25258314,42.2462069,48.96275862,10.16931034,5431.736552,46.08724138,2.272413793,175.4044828,46.8162069,0.074827586,None,52.80793103,47.19206897,13.8843,-124.8706,2.882758621,68.30517241,3898,33.89103448,37.19965517,77.0337931,28.14758621,23.58551724,15.85,28.05448276,249.0251724
Algeria,01-03-2016,25258314,42.32129032,49.4383871,10.46193548,5446.824516,46.06870968,2.273225806,176.4064516,46.82967742,0.142258065,None,50.57,49.43,13.8843,-124.8706,2.862258065,68.30806452,4162,33.9483871,37.24,77.20935484,28.17967742,23.4883871,15.86870968,28.09419355,
Algeria,01-04-2016,25258314,,49.53333333,10.43066667,5451.407667,46.12166667,,176.4623333,46.79566667,0.120666667,None,50.285,49.715,13.8843,-124.8706,2.889333333,68.35966667,4042,33.95466667,,77.267,28.20666667,23.653,15.89133333,28.14,248.381
Algeria,01-05-2016,25258314,41.98032258,49.46483871,10.64580645,5461.802903,46.20516129,2.309677419,177.6993548,46.83709677,0.142903226,None,48.65290323,51.34709677,13.8843,-124.8706,2.88516129,68.34806452,4222,33.99,37.23129032,76.94290323,28.24387097,23.62548387,15.91580645,28.12,248.7354839
Algeria,01-06-2016,25258314,42.067,49.89166667,10.75833333,5463.232333,46.23266667,2.304333333,177.8676667,46.854,0.033666667,None,48.41566667,51.58433333,13.8843,-124.8706,2.885333333,68.349,4042,34.01733333,37.28433333,76.88866667,28.272,23.644,15.935,28.13266667,248.5456667
Algeria,01-07-2016,25258314,42.04709677,50.04419355,10.83129032,5485.183226,46.27193548,2.305806452,179.196129,46.90870968,-0.066774194,None,52.99935484,47.00064516,13.8843,-124.8706,2.872258065,68.37483871,4146,34.08258065,37.24516129,77.18322581,28.27677419,23.66903226,15.96612903,28.14709677,248.7654839
Algeria,01-08-2016,25258314,42.18516129,50.14193548,10.96903226,5488.280645,46.28580645,2.332903226,180.2877419,46.91225806,-0.141612903,None,51.75709677,48.24290323,13.8843,-124.8706,2.900645161,68.39741935,4226,34.07032258,37.27709677,77.0883871,28.31967742,23.74741935,15.97354839,28.14483871,248.4464516
Algeria,01-09-2016,25258314,42.241,50.42933333,11.05633333,5492.912667,46.34566667,2.332666667,181.6033333,46.948,0.038666667,None,48.14766667,51.85233333,13.8843,-124.8706,2.890666667,68.40633333,4058,34.109,37.28166667,77.13066667,28.33233333,23.77966667,16.01066667,28.12666667,249.2496667
Algeria,01-10-2016,25258314,42.11645161,50.78709677,11.12806452,5497.184194,46.39516129,2.35483871,181.9029032,46.9883871,0.030645161,None,51.11516129,48.88483871,13.8843,-124.8706,2.868064516,68.41193548,4202,34.11774194,37.28483871,77.30451613,28.3983871,23.84193548,16.02225806,28.1416129,247.9919355
Algeria,01-11-2016,25258314,42.143,50.41633333,11.29266667,5510.778667,46.40133333,2.342,183.1746667,46.991,-0.003333333,None,49.76166667,50.23833333,13.8843,-124.8706,2.864333333,68.46,4069,34.16,37.27566667,76.976,28.37666667,23.83633333,15.974,28.198,247.979
Algeria,01-12-2016,25258314,42.05451613,50.89741935,11.55096774,5516.61129,46.47483871,2.36483871,183.3858065,47.01451613,0.151612903,None,48.83645161,51.16354839,13.8843,-124.8706,2.853225806,68.5083871,4174,34.22129032,37.32032258,77.41741935,28.41193548,23.89419355,16.04935484,28.15322581,247.4416129
Algeria,01-01-2017,25258314,46.67322581,51.05451613,11.48419355,5530.500323,46.53096774,2.360322581,183.9648387,47.05064516,0.022258065,None,50.40032258,49.59967742,13.8843,-124.8706,2.839032258,68.46741935,4166,34.26322581,37.3216129,77.21548387,28.41645161,23.90645161,16.04064516,28.16709677,248.6332258
Algeria,01-02-2017,25258314,46.71964286,51.43392857,11.60714286,5530.218214,46.56285714,2.372857143,185.1146429,47.08285714,0.017142857,None,47.1375,52.8625,13.8843,-124.8706,2.875357143,68.525,3723,34.33535714,37.32321429,77.11142857,28.465,23.90357143,16.04392857,28.195,248.5021429
Algeria,01-03-2017,25258314,46.71483871,51.31741935,11.75096774,5541.286774,46.62516129,2.37483871,185.7622581,47.05258065,0.047096774,None,46.56419355,53.43580645,13.8843,-124.8706,2.876774194,68.46548387,4158,34.36,37.30419355,76.95935484,28.49548387,24.0183871,16.06580645,28.20064516,248.4464516
Algeria,01-04-2017,25258314,46.60766667,51.69666667,11.9,5557.275667,46.64666667,2.394,186.407,47.10533333,0.137,None,46.61666667,53.38333333,13.8843,-124.8706,2.863,68.58133333,4067,34.37166667,37.37566667,77.14633333,28.504,24.07133333,16.10566667,28.19433333,248.6456667
Algeria,01-05-2017,25258314,46.59935484,51.60870968,11.94387097,5559.356452,46.67258065,2.38483871,188.0945161,47.11677419,0.046451613,None,51.78290323,48.21709677,13.8843,-124.8706,2.860967742,68.56290323,4224,34.38612903,37.33548387,76.99322581,28.52645161,24.0916129,16.12322581,28.23322581,248.0577419
Algeria,01-06-2017,25258314,46.72233333,52.03633333,12.27566667,5567.205667,46.74233333,2.409333333,188.606,47.158,0.047,None,50.94033333,49.05966667,13.8843,-124.8706,2.873,68.53,4045,34.44033333,37.33333333,77.42366667,28.53266667,24.10366667,16.139,28.22766667,248.6076667
Algeria,01-07-2017,25258314,46.78193548,52.32677419,12.28354839,5581.158065,46.75967742,2.416451613,189.7867742,47.20967742,0.092258065,None,46.92612903,53.07387097,13.8843,-124.8706,2.881290323,68.58193548,4153,34.4816129,37.37193548,77.28709677,28.5816129,24.15096774,16.18580645,28.23451613,249.373871
Algeria,01-08-2017,25258314,46.71,52.0783871,12.45645161,5588.364516,46.81193548,2.42,189.6545161,47.24580645,-0.001935484,None,52.24419355,47.75580645,13.8843,-124.8706,2.878709677,68.61677419,4166,34.50064516,37.38612903,77.19709677,28.6016129,24.27258065,16.17096774,28.25322581,248.5809677
Algeria,01-09-2017,25258314,46.75333333,52.37533333,12.61233333,5592.917333,46.83566667,2.434333333,191.3096667,47.235,-0.073,None,51.00866667,48.99133333,13.8843,-124.8706,2.916666667,68.622,4020,34.55866667,37.36466667,77.49933333,28.63033333,24.233,16.19033333,28.27733333,247.7523333
Algeria,01-10-2017,25258314,46.67903226,52.47096774,12.81193548,5602.987419,46.89193548,2.446451613,191.1183871,47.28225806,0.083870968,None,52.89451613,47.10548387,13.8843,-124.8706,2.907419355,68.63967742,4206,34.55,37.39,76.96870968,28.68096774,24.26,16.2316129,28.26483871,248.5448387
Algeria,01-11-2017,25258314,46.78133333,52.33633333,12.81666667,5614.385,46.95433333,2.446666667,192.6466667,47.29233333,-0.093333333,None,52.831,47.169,13.8843,-124.8706,2.873,68.632,4052,34.58633333,37.40266667,76.968,28.67533333,24.323,16.217,28.27266667,248.4016667
Algeria,01-12-2017,25258314,46.78290323,52.59645161,12.86,5612.953548,46.96258065,2.46,193.3674194,47.29677419,0.100322581,None,51.35387097,48.64612903,13.8843,-124.8706,2.92483871,68.68741935,4210,34.6483871,37.42258065,76.9983871,28.69903226,24.32096774,16.24290323,28.3116129,248.103871
Algeria,01-01-2018,25258314,50.80709677,52.69548387,13.08387097,5624.381613,47.01806452,2.462903226,194.6590323,47.3683871,0.03,None,46.90387097,53.09612903,13.8843,-124.8706,2.868387097,68.69548387,4161,34.63677419,37.38903226,77.0916129,28.71967742,24.47451613,16.22709677,28.27645161,248.6912903
Algeria,01-02-2018,25258314,51.04464286,52.77607143,13.15571429,5632.035714,47.045,2.479642857,195.1685714,47.31214286,-0.213928571,None,47.77964286,52.22035714,13.8843,-124.8706,2.858214286,68.665,3726,34.70357143,37.39321429,77.10785714,28.73285714,24.50714286,16.30035714,28.29428571,248.665
Algeria,01-03-2018,25258314,50.96225806,53.30580645,13.51516129,5644.424516,47.09290323,2.480967742,195.9974194,47.40258065,0.198709677,None,47.91387097,52.08612903,13.8843,-124.8706,2.889032258,68.70774194,4192,34.73032258,37.43387097,76.80870968,28.77774194,24.50741935,16.27677419,28.27032258,248.4725806
Algeria,01-04-2018,25258314,50.802,53.232,13.42866667,5652.128333,47.12833333,2.486666667,196.5606667,47.42566667,-0.09,None,47.06933333,52.93066667,13.8843,-124.8706,2.928,68.73866667,4037,34.759,37.43666667,77.13733333,28.79833333,24.56333333,16.27633333,28.326,249.127
Algeria,01-05-2018,25258314,50.94774194,53.74354839,13.50806452,5658.876774,47.14967742,2.494516129,197.5390323,47.44870968,0.108709677,None,47.34903226,52.65096774,13.8843,-124.8706,2.903548387,68.76419355,4180,34.77548387,37.44612903,77.18741935,28.85870968,24.59741935,16.30096774,28.33096774,248.1970968
Algeria,01-06-2018,25258314,50.81033333,53.93066667,13.70866667,5667.111,47.196,2.504666667,198.9313333,47.46866667,-0.123,None,51.358,48.642,13.8843,-124.8706,2.933333333,68.75333333,4064,34.86033333,37.46933333,77.453,28.863,24.67066667,16.33766667,28.30333333,248.4366667
Algeria,01-07-2018,25258314,50.93064516,53.62870968,13.86451613,5680.079677,47.25645161,2.523548387,199.7735484,47.47677419,0.036774194,None,48.79258065,51.20741935,13.8843,-124.8706,2.878709677,68.78483871,4174,34.85516129,37.44645161,77.48612903,28.87967742,24.74483871,16.3816129,28.35258065,248.9154839
Algeria,01-08-2018,25258314,51.03354839,54.16903226,13.93516129,5687.702258,47.30129032,2.508709677,199.9790323,47.52451613,0.106129032,None,51.01193548,48.98806452,13.8843,-124.8706,2.880645161,68.78096774,4189,34.87580645,37.48032258,77.05,28.89709677,24.68580645,16.38129032,28.35322581,248.5712903
Algeria,01-09-2018,25258314,50.89566667,54.442,13.96733333,5693.912333,47.32866667,2.535666667,201.0936667,47.556,-0.012333333,None,49.31633333,50.68366667,13.8843,-124.8706,2.849,68.81833333,4078,34.974,37.482,76.78833333,28.92166667,24.78966667,16.41566667,28.331,248.6153333
Algeria,01-10-2018,25258314,50.99290323,54.38612903,14.16451613,5698.198065,47.39225806,2.552258065,201.88,47.59354839,0.117419355,None,53.97580645,46.02419355,13.8843,-124.8706,2.88516129,68.85645161,4170,34.97806452,37.51451613,77.0283871,28.94548387,24.80193548,16.42741935,28.38709677,248.8412903
Algeria,01-11-2018,25258314,50.95466667,54.71333333,14.24066667,5708.389333,47.432,2.536666667,202.9686667,47.602,0.069,None,49.76133333,50.23866667,13.8843,-124.8706,2.897666667,68.86133333,4052,35.015,37.50633333,77.04,28.988,24.84133333,16.47366667,28.374,248.651
Algeria,01-12-2018,25258314,51.11193548,55.10483871,14.51483871,5719.319032,47.51193548,2.562903226,203.7993548,47.65290323,0.03,None,52.41290323,47.58709677,13.8843,-124.8706,2.890322581,68.85645161,4197,35.04354839,37.53322581,77.08290323,29.00612903,24.8883871,16.44258065,28.39548387,248.6212903
Algeria,01-01-2019,25258314,54.89387097,55.32258065,14.3883871,5725.616774,47.50612903,2.577741935,204.3109677,47.65870968,0.11483871,None,48.52258065,51.47741935,13.8843,-124.8706,2.845483871,68.86387097,4188,35.06322581,37.50677419,76.92290323,29.04064516,24.97,16.48322581,28.38032258,248.5254839
Algeria,01-02-2019,25258314,54.74535714,55.01178571,14.60964286,5738.806786,47.59464286,2.573214286,204.7467857,47.63964286,0.209285714,None,49.33678571,50.66321429,13.8843,-124.8706,2.902857143,68.90428571,3785,35.10321429,37.53142857,77.45714286,29.03964286,25.02607143,16.46964286,28.44535714,248.5025
Algeria,01-03-2019,25258314,54.88064516,55.55741935,14.84,5740.508065,47.59483871,2.579354839,206.5545161,47.7316129,0.085483871,None,49.37870968,50.62129032,13.8843,-124.8706,2.86483871,68.94354839,4119,35.13516129,37.49580645,76.97645161,29.11516129,25.04645161,16.48451613,28.40354839,247.903871
Algeria,01-04-2019,25258314,54.729,55.482,14.89966667,5751.745667,47.65266667,2.587,206.5233333,47.73866667,-0.117666667,None,48.63633333,51.36366667,13.8843,-124.8706,2.901333333,68.91,4016,35.143,37.551,77.06566667,29.10866667,25.014,16.543,28.43666667,248.4213333
Algeria,01-05-2019,25258314,54.8716129,55.46548387,14.98290323,5763.096774,47.69806452,2.621290323,207.8319355,47.75612903,0.098387097,None,47.54419355,52.45580645,13.8843,-124.8706,2.870967742,68.93806452,4133,35.1916129,37.56806452,77.44451613,29.1483871,25.10935484,16.53290323,28.42870968,247.8929032
Algeria,01-06-2019,25258314,54.82266667,56.01066667,15.145,5772.556,47.72133333,2.599,208.4643333,47.81433333,-0.046,None,47.96366667,52.03633333,13.8843,-124.8706,2.886666667,68.97166667,4032,35.24966667,37.556,77.30533333,29.13866667,25.08866667,16.505,28.468,248.664
Algeria,01-07-2019,25258314,54.71258065,56.07225806,15.20032258,5777.332903,47.73258065,2.624193548,208.8696774,47.82806452,-0.009032258,None,51.97483871,48.02516129,13.8843,-124.8706,2.898064516,69.01064516,4141,35.24677419,37.5583871,77.1683871,29.21032258,25.18354839,16.53032258,28.45709677,248.9667742
Algeria,01-08-2019,25258314,54.84709677,56.27483871,15.32322581,5788.763226,47.8,2.617741935,210.3164516,47.87,-0.127419355,None,51.55580645,48.44419355,13.8843,-124.8706,2.879032258,69.01516129,4162,35.30967742,37.57064516,77.34096774,29.22419355,25.22387097,16.59967742,28.45967742,249.4109677
Algeria,01-09-2019,25258314,54.768,56.33366667,15.44166667,5800.029333,47.86533333,2.629666667,211.1503333,47.87033333,-0.077666667,None,53.03233333,46.96766667,13.8843,-124.8706,2.894666667,69.01166667,3996,35.354,37.61566667,77.24466667,29.239,25.262,16.63733333,28.46733333,247.9093333
Algeria,01-10-2019,25258314,54.97677419,56.30258065,15.70354839,5811.23871,47.86870968,2.647741935,211.4890323,47.88387097,0.076774194,None,48.99,51.01,13.8843,-124.8706,2.868709677,69.02516129,4197,35.37387097,37.64483871,77.40548387,29.25451613,25.35451613,16.59258065,28.47387097,248.4745161
Algeria,01-11-2019,25258314,54.82433333,56.72033333,15.66833333,5811.089,47.92033333,2.639,212.6196667,47.89666667,-0.077666667,None,49.047,50.953,13.8843,-124.8706,2.890666667,69.06066667,4072,35.42166667,37.60233333,77.10933333,29.301,25.407,16.58566667,28.49,248.6363333
Algeria,01-12-2019,25258314,54.78322581,56.79193548,15.87322581,5820.691613,47.98064516,2.659677419,212.9641935,47.93193548,-0.039677419,None,49.80903226,50.19096774,13.8843,-124.8706,2.899677419,69.07870968,4138,35.41451613,37.61580645,76.97516129,29.28548387,25.39612903,16.63935484,28.51677419,248.7716129
Algeria,01-01-2020,25258314,64.06935484,57.04290323,16.12,5828.653226,48.00677419,2.633548387,214.7158065,47.91290323,-0.029354839,None,52.02741935,47.97258065,13.8843,-124.8706,2.900967742,69.08806452,4106,35.46290323,37.59451613,76.63064516,29.36290323,25.45258065,16.6383871,28.47612903,248.6277419
Algeria,01-02-2020,25258314,64.05517241,57.41206897,16.12137931,5834.786207,48.06068966,2.670689655,215.1631034,47.95137931,-0.071034483,None,51.51172414,48.48827586,13.8843,-124.8706,2.899655172,69.08724138,3968,35.53206897,37.6337931,76.97931034,29.37275862,25.4837931,16.65172414,28.52275862,247.8841379
Algeria,01-03-2020,25258314,64.10903226,57.60548387,16.39322581,5844.709677,48.08967742,2.678064516,215.5487097,48.01354839,0.069354839,None,50.71870968,49.28129032,13.8843,-124.8706,2.869354839,69.10677419,4188,35.51580645,37.62419355,77.19387097,29.37709677,25.49516129,16.70774194,28.50451613,248.5387097
Algeria,01-04-2020,25258314,64.13466667,57.69866667,16.29833333,5850.243333,48.17766667,2.684,217.0873333,48.01233333,0.032,None,49.62033333,50.37966667,13.8843,-124.8706,2.872333333,69.13233333,4035,35.59166667,37.683,77.09166667,29.44166667,25.54266667,16.71066667,28.498,248.4203333
Algeria,01-05-2020,25258314,64.08516129,57.19709677,16.69774194,5858.670968,48.17548387,2.691612903,218.0425806,48.05709677,0.054193548,None,51.38903226,48.61096774,13.8843,-124.8706,2.896774194,69.17548387,4117,35.6183871,37.65225806,77.01290323,29.44225806,25.63225806,16.72258065,28.54354839,248.7148387
Algeria,01-06-2020,25258314,64.066,57.66566667,16.604,5871.485333,48.23,2.702666667,218.8626667,48.08533333,0.111666667,None,49.68933333,50.31066667,13.8843,-124.8706,2.879333333,69.169,4063,35.649,37.66833333,77.29933333,29.45566667,25.68033333,16.72866667,28.53866667,248.644
Algeria,01-07-2020,25258314,64.09612903,58.06387097,16.92032258,5886.692903,48.29193548,2.725483871,219.2725806,48.12290323,0.022903226,None,53.52129032,46.47870968,13.8843,-124.8706,2.87483871,69.19258065,4151,35.67,37.67193548,76.94806452,29.53516129,25.68096774,16.72193548,28.52290323,248.3403226
Algeria,01-08-2020,25258314,63.91516129,58.32129032,17.06903226,5889.52129,48.33193548,2.723548387,220.3406452,48.11096774,0.09,None,52.60741935,47.39258065,13.8843,-124.8706,2.867096774,69.20064516,4121,35.69,37.69548387,77.24290323,29.50967742,25.66612903,16.77516129,28.52387097,248.4135484
Algeria,01-09-2020,25258314,64.03366667,58.45033333,17.19266667,5891.368667,48.35,2.737333333,221.3273333,48.15133333,0.061333333,None,52.688,47.312,13.8843,-124.8706,2.877666667,69.22466667,4041,35.72066667,37.693,77.36833333,29.53333333,25.76266667,16.818,28.571,248.7376667
Algeria,01-10-2020,25258314,64.22129032,58.31870968,17.29903226,5906.273871,48.40387097,2.74483871,221.7951613,48.18645161,0.171935484,None,50.39096774,49.60903226,13.8843,-124.8706,2.876129032,69.26064516,4158,35.77225806,37.67096774,76.97096774,29.55580645,25.8083871,16.79451613,28.58967742,249.1132258
Algeria,01-11-2020,25258314,64.08,58.683,17.375,5911.417333,48.454,2.747666667,222.0223333,48.19466667,0.024666667,None,46.60233333,53.39766667,13.8843,-124.8706,2.876,69.26266667,4019,35.809,37.65566667,76.91533333,29.57966667,25.80966667,16.799,28.58533333,248.575
Algeria,01-12-2020,25258314,64.10064516,58.96741935,17.48451613,5922.989355,48.47516129,2.760645161,223.743871,48.23709677,0.051935484,None,54.38064516,45.61935484,13.8843,-124.8706,2.878387097,69.26451613,4198,35.82741935,37.68516129,77.0683871,29.63258065,25.80903226,16.85387097,28.59387097,248.753871
Algeria,01-01-2021,25258314,67.47322581,58.82903226,17.47709677,5931.972581,48.51516129,2.762580645,224.1290323,48.2616129,0.038709677,Partial,53.94193548,46.05806452,13.8843,-124.8706,2.886129032,69.29580645,4156,35.86322581,37.70580645,76.85967742,29.61,25.92741935,16.88645161,28.58516129,248.2819355
Algeria,01-02-2021,25258314,67.54178571,59.12821429,17.6275,5928.095357,48.53178571,2.768214286,225.6025,48.30857143,0.172857143,Partial,51.4875,48.5125,13.8843,-124.8706,2.905714286,69.29892857,3784,35.9025,37.72214286,76.97285714,29.72035714,25.92928571,16.89178571,28.59464286,248.6171429
Algeria,01-03-2021,25258314,67.41967742,59.12322581,17.88419355,5934.861935,48.62193548,2.782258065,226.2819355,48.30387097,0.033870968,Partial,50.92903226,49.07096774,13.8843,-124.8706,2.860322581,69.28032258,4143,35.93483871,37.74225806,77.29903226,29.67806452,26.02516129,16.87193548,28.61096774,248.7070968
Algeria,01-04-2021,25258314,67.38533333,59.27133333,17.88,5944.233333,48.656,2.787,227.5346667,48.28333333,0.051,Partial,54.35733333,45.64266667,13.8843,-124.8706,2.858333333,69.31366667,4065,35.96933333,37.76966667,77.234,29.75,26.07433333,16.91366667,28.617,248.8346667
Algeria,01-05-2021,25258314,67.33806452,59.81774194,18.14516129,5958.271613,48.66451613,2.777419355,227.553871,48.36774194,-0.086129032,Partial,55.83645161,44.16354839,13.8843,-124.8706,2.879032258,69.38,4187,35.99516129,37.77548387,76.91903226,29.72967742,26.12741935,16.92935484,28.62129032,248.1193548
Algeria,01-06-2021,25258314,67.58266667,59.99033333,18.18733333,5968.971,48.71966667,2.814666667,229.0403333,48.35966667,0.027,Partial,54.85333333,45.14666667,13.8843,-124.8706,2.878333333,69.348,3996,36.042,37.77566667,76.993,29.78466667,26.096,16.986,28.648,248.156
Algeria,01-07-2021,25258314,67.38387097,59.51354839,18.47612903,5976.222581,48.76774194,2.824193548,229.2087097,48.37935484,-0.212258065,Partial,47.29580645,52.70419355,13.8843,-124.8706,2.881935484,69.37741935,4160,36.09354839,37.76774194,76.88967742,29.78903226,26.26967742,16.94290323,28.6616129,249.0335484
Algeria,01-08-2021,25258314,67.39,60.40225806,18.28483871,5986.553871,48.81935484,2.818709677,230.0603226,48.44935484,0.041935484,Partial,53.90129032,46.09870968,13.8843,-124.8706,2.860967742,69.36387097,4100,36.11322581,37.78096774,77.36612903,29.80258065,26.24354839,16.9716129,28.6883871,248.5206452
Algeria,01-09-2021,25258314,67.45466667,60.164,18.505,5992.511667,48.83633333,2.82,231.7393333,48.44,-0.064666667,Partial,48.488,51.512,13.8843,-124.8706,2.871333333,69.45433333,4071,36.11666667,37.77033333,77.37633333,29.82466667,26.25266667,16.994,28.664,248.3416667
Algeria,01-10-2021,25258314,67.46354839,60.91645161,18.64774194,6002.749032,48.90741935,2.848709677,232.246129,48.45903226,-0.027419355,Partial,50.52709677,49.47290323,13.8843,-124.8706,2.909677419,69.44870968,4218,36.17903226,37.78612903,76.91032258,29.88129032,26.28741935,16.99935484,28.66258065,248.7483871
Algeria,01-11-2021,25258314,67.619,60.63033333,18.72566667,6008.305667,48.968,2.842333333,232.7926667,48.49366667,0.16,Partial,50.587,49.413,13.8843,-124.8706,2.900333333,69.47366667,4038,36.211,37.82333333,77.32033333,29.88133333,26.31933333,17.019,28.709,248.6423333
Algeria,01-12-2021,25258314,67.58612903,60.44129032,18.98870968,6020.278387,48.99516129,2.875483871,233.2567742,48.54064516,0.036129032,Partial,52.3416129,47.6583871,13.8843,-124.8706,2.891290323,69.49354839,4191,36.24064516,37.80387097,76.95258065,29.93548387,26.41225806,17.02806452,28.68806452,249.2854839
Algeria,01-01-2022,25258314,63.75032258,61.17032258,19.02322581,6024.095806,49.03516129,2.879032258,234.1554839,48.56612903,0.06516129,Planned,53.64741935,46.35258065,13.8843,-124.8706,2.874516129,69.47451613,4204,36.23483871,37.8,77.1516129,29.90129032,26.44806452,17.00322581,28.70709677,248.3380645
Algeria,01-02-2022,25258314,63.8625,61.1225,19.05321429,6037.931786,49.0525,2.875357143,234.9485714,48.57714286,-0.075,Partial,49.61928571,50.38071429,13.8843,-124.8706,2.891428571,69.50142857,3772,36.30428571,37.82357143,76.97178571,29.95214286,26.46714286,17.06535714,28.67321429,248.7221429
Algeria,01-03-2022,25258314,63.79903226,60.71032258,19.1716129,6045.805484,49.1316129,2.882258065,236.243871,48.62774194,-0.013225806,Partial,51.20387097,48.79612903,13.8843,-124.8706,2.908709677,69.52096774,4176,36.34,37.81483871,77.33709677,29.96451613,26.47806452,17.04709677,28.68516129,247.9280645
